agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,TEFAP_Auto_Eligible,TEFAP_Income_Levels,ObjectId,Day of week,Hours,ByAppointmentOnly,ResidentsOnly,Notes,Reqs,start1,start2,start3,end1,end2,end3,Frequency,Additional_Notes,Start_Time,End_Time
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Monday,9:00 AM to 11:00 AM; Every week,No,No,, ,9:00:00,12:00:00,,11:00:00,14:00:00,,Every week,,09:00:00,11:00:00
19341-PART-01,Clothing of Power Eternal Church,25 Quire Ave,,Capitol Heights,MD,MD Prince George's County,20743,(240) 389-1681,obiemaryyyy@hotmail.com,Non-TEFAP,38.886327,-76.912091,2025-04-17,N/A,N/A,90,Saturday,9:00 AM to 12:00 PM; 4th of the Month,No,No,None, ,9:00:00,,,12:00:00,,,4th of the Month,,09:00:00,12:00:00
19508-PART-01,Educare Support Services,7517 New Hampshire Ave,,Takoma Park,MD,MD Montgomery County,20912,(240) 450-2092,info@educaremd.org,Non-TEFAP,38.976588,-76.991605,2025-04-04,N/A,N/A,95,Saturday,10:00 AM to 1:00 PM; 1st of the Month (Note: 3rd and 4th Saturdays - Offsite Deliveries Only),No,No, (Note: 3rd and 4th Saturdays - Offsite Deliveries Only), ,10:00:00,,,13:00:00,,,1st of the Month,Note: 3rd and 4th Saturdays - Offsite Deliveries Only,10:00:00,13:00:00
19770-PART-01,Apostolic Church Glorious Vision,3004 Enterprise Road,,Bowie,MD,MD Prince George's County,20721,(240) 463-0150,porejimi@usa.net,Non-TEFAP,38.931601,-76.806475,2025-03-21,N/A,N/A,97,Saturday,10:00 AM to 7:00 PM; 2nd and 4th of the Month,No,No,None, ,10:00:00,,,19:00:00,,,2nd and 4th of the Month,,10:00:00,19:00:00
21947-PART-01,Celestial Church of Christ,1880 Adams Street NE,,Washington,DC,DC Ward 5,20018,(240) 467-8399,enlarant@gmail.com,Non-TEFAP,38.920487,-76.97754,2025-03-28,N/A,N/A,99,Saturday,12:00 PM to 2:00 PM; As Needed,No,No,, ,12:00:00,,,14:00:00,,,As Needed,,12:00:00,14:00:00
21947-PART-01,Celestial Church of Christ,1880 Adams Street NE,,Washington,DC,DC Ward 5,20018,(240) 467-8399,enlarant@gmail.com,Non-TEFAP,38.920487,-76.97754,2025-03-28,N/A,N/A,99,Saturday,12:00 PM to 2:00 PM; 4th of the Month,,,, ,12:00:00,,,14:00:00,,,4th of the Month,,12:00:00,14:00:00
19105-PART-01,Divine Grace Mission,4208 Glenn Dale Rd,,Bowie,MD,MD Prince George's County,20720,(240) 468-8982,nkechi1956@yahoo.com,Non-TEFAP,38.947364,-76.803527,2025-04-18,N/A,N/A,100,Saturday,10:30 AM to 2:00 PM; 1st of the Month,No,No,, ,10:30:00,,,14:00:00,,,1st of the Month,,10:30:00,14:00:00
19105-PART-01,Divine Grace Mission,4208 Glenn Dale Rd,,Bowie,MD,MD Prince George's County,20720,(240) 468-8982,nkechi1956@yahoo.com,Non-TEFAP,38.947364,-76.803527,2025-04-18,N/A,N/A,100,Saturday,10:30 AM to 2:00 PM; 3rd of the Month,,,, ,10:30:00,,,14:00:00,,,3rd of the Month,,10:30:00,14:00:00
15610-PART-01,Food For All,1810 16th St NW,,Washington,DC,DC Ward 2,20009,(240) 505-4607,petersage@amurt.us,TEFAP Available,38.914348,-77.036882,2025-04-17,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,101,Saturday,8:00 AM to 12:00 PM; Every week,Yes,Yes,None, ,8:00:00,,,12:00:00,,,Every week,,08:00:00,12:00:00
19048-PART-01,Shabach Emergency Empowerment Center,403 Brightseat Rd,,Landover,MD,MD Prince George's County,20785,(240) 532-7003,gpope@fbcglenarden.org,TEFAP Available,38.894896,-76.850083,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,103,Saturday,9:30 AM to 2:30 PM; 3rd of the Month (Note: evite to junior and high schools),No,No, (Note: evite to junior and high schools), ,9:30:00,,,14:30:00,,,3rd of the Month,Note: evite to junior and high schools,09:30:00,14:30:00
19617-PART-01,Zion Church Inc.,8829 Greenbelt Rd,,Greenbelt,MD,MD Prince George's County,20770,(240) 539-3035,kwhitehead@zionchurch.org,Non-TEFAP,38.950644,-76.829385,2025-04-14,N/A,N/A,104,Saturday,8:00 AM to 12:00 PM; 3rd of the Month,No,No,None, ,8:00:00,,,12:00:00,,,3rd of the Month,,08:00:00,12:00:00
18742-PART-01,"FISH of Laurel, Inc.",308 Gorman Ave,,Laurel,MD,MD Prince George's County,20707,(240) 547-9013,linda@fishoflaurel.org,TEFAP Available,39.098458,-76.850615,2025-03-31,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,106,Saturday,10:00 AM to 12:30 PM; Every week (Note: We open at 10:15 AM.),Yes,Yes, (Note: We open at 10:15 AM.), ,10:00:00,,,12:30:00,,,Every week,Note: We open at 10:15 AM.,10:00:00,12:30:00
21755-PART-01,East Montgomery County Hub,11710 Beltsville Drive,,Beltsville,MD,MD Montgomery County,20705,(240) 707-1085,revsmith@kingdom.global,Non-TEFAP,39.053644,-76.967496,2025-04-08,N/A,N/A,115,Saturday,"9:00 AM to 10:30 AM; Every week (Note: This Distribution takes place every Saturday at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. Please park if you are in a car and take your place in line right outside of the building.)",No,No," (Note: This Distribution takes place every Saturday at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. Please park if you are in a car and take your place in line right outside of the building.)", ,9:00:00,,,10:30:00,,,Every week,"Note: This Distribution takes place every Saturday at the East County Rec Center located at 3310 Gateshead Manor Way, Silver Spring MD 20904. Please park if you are in a car and take your place in line right outside of the building.",09:00:00,10:30:00
21755-PART-02,Kingdom Cares Center,11700 Beltsville Drive,,Beltsville,MD,MD Prince George's County,20705,(240) 707-1085,revsmith@kingdom.global,Non-TEFAP,39.053644,-76.967496,2025-04-25,N/A,N/A,116,Saturday,"9:00 AM to 10:30 AM; Every week (Note: This food distribution takes place at 11710 Beltsville Drive, Beltsville MD 20904. You may have to enter parking lot in rear via Calverton Blvd)",No,No," (Note: This food distribution takes place at 11710 Beltsville Drive, Beltsville MD 20904. You may have to enter parking lot in rear via Calverton Blvd)", ,9:00:00,,,10:30:00,,,Every week,"Note: This food distribution takes place at 11710 Beltsville Drive, Beltsville MD 20904. You may have to enter parking lot in rear via Calverton Blvd",09:00:00,10:30:00
19814-PART-01,ECWA USA Evangelical Church Winning All,5526 Marlboro Pike,,District Heights,MD,MD Prince George's County,20747,(240) 743-6560,alheabdu@yahoo.com,Non-TEFAP,38.862282,-76.911818,2025-04-18,N/A,N/A,118,Saturday,11:00 AM to 1:00 PM; 1st of the Month,No,No,None, ,11:00:00,,,13:00:00,,,1st of the Month,,11:00:00,13:00:00
19691-PART-01,Muslim Community Center,15200 New Hampshire Ave.,,Silver Spring,MD,MD Montgomery County,20905,(240) 784-0051,shabbir.shah@mccmd.org,Non-TEFAP,39.105498,-77.003653,2025-04-02,N/A,N/A,119,Saturday,9:00 AM to 11:00 AM; 2nd and 4th of the Month (Note: provisions are available for emergency cases. some family may need assistance during the week),No,No, (Note: provisions are available for emergency cases. some family may need assistance during the week), ,9:00:00,,,11:00:00,,,2nd and 4th of the Month,Note: provisions are available for emergency cases. some family may need assistance during the week,09:00:00,11:00:00
19753-PART-01,City of David Ministries,2900 Boones Lane,,District Heights,MD,MD Prince George's County,20747,(301) 200-2489,mdlimes1@gmail.com,Non-TEFAP,38.846903,-76.870784,2025-03-14,N/A,N/A,122,Saturday,8:00 AM to 3:00 PM; 3rd of the Month,Yes,No,, ,8:00:00,10:00:00,,14:00:00,15:00:00,,3rd of the Month,,08:00:00,15:00:00
19753-PART-01,City of David Ministries,2900 Boones Lane,,District Heights,MD,MD Prince George's County,20747,(301) 200-2489,mdlimes1@gmail.com,Non-TEFAP,38.846903,-76.870784,2025-03-14,N/A,N/A,122,Saturday,10:00 AM to 2:00 PM; 4th of the Month,,,, ,8:00:00,10:00:00,,14:00:00,15:00:00,,4th of the Month,,10:00:00,14:00:00
16490-PART-01,St. Michael and All Angels,8501 New Hampshire Ave,,Adelphi,MD,MD Prince George's County,20783,(301) 233-1585,dg4720@yahoo.com,TEFAP Available,38.999469,-76.982445,2025-04-18,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,124,Saturday,"2:00 PM to 6:00 PM; 3rd of the Month (Note: We serve a meal, distribute groceries, and gently used clothing is also available. We ask that you provide your name, address, and telephone number.)",No,No," (Note: We serve a meal, distribute groceries, and gently used clothing is also available. We ask that you provide your name, address, and telephone number.)", ,14:00:00,,,18:00:00,,,3rd of the Month,"Note: We serve a meal, distribute groceries, and gently used clothing is also available. We ask that you provide your name, address, and telephone number.",14:00:00,18:00:00
16700-PART-01,Gethsemane United Methodist Church,910 Addison Road,,Capitol Heights,MD,MD Prince George's County,20743,(301) 237-7116,kcoates@gethsemaneumc.org,TEFAP Available,38.87723,-76.894426,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,125,Saturday,10:00 AM to 1:00 PM; Every week (Note: The pantry is closed on all federal holidays.),No,No, (Note: The pantry is closed on all federal holidays.), ,10:00:00,,,13:00:00,,,Every week,Note: The pantry is closed on all federal holidays.,10:00:00,13:00:00
16700-PART-01,Gethsemane United Methodist Church,910 Addison Road,,Capitol Heights,MD,MD Prince George's County,20743,(301) 237-7116,kcoates@gethsemaneumc.org,TEFAP Available,38.87723,-76.894426,2025-04-15,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,125,Saturday,10:00 AM to 1:00 PM; Every week,,,, ,10:00:00,,,13:00:00,,,Every week,,10:00:00,13:00:00
22468-PART-01,Largo Community Church,1701 Enterprise Road,,Mitchellville,MD,MD Prince George's County,20721,(301) 249-2255,dhooper@largocc.org,Non-TEFAP,38.913834,-76.79818,2025-04-08,N/A,N/A,126,Saturday,"11:00 AM to 12:00 PM; 3rd of the Month (Note: On a first come, first serve basis.)",No,No," (Note: On a first come, first serve basis.)", ,11:00:00,,,12:00:00,,,3rd of the Month,"Note: On a first come, first serve basis.",11:00:00,12:00:00
22468-PART-01,Largo Community Church,1701 Enterprise Road,,Mitchellville,MD,MD Prince George's County,20721,(301) 249-2255,dhooper@largocc.org,Non-TEFAP,38.913834,-76.79818,2025-04-08,N/A,N/A,127,Saturday,"11:00 AM to 12:00 PM; 3rd of the Month (Note: On a first come, first serve basis.)",No,No," (Note: On a first come, first serve basis.)", ,11:00:00,,,12:00:00,,,3rd of the Month,"Note: On a first come, first serve basis.",11:00:00,12:00:00
21860-PART-01,"So What Else, Inc",4924 wyaconda road,,Rockville,MD,MD Montgomery County,20852,(301) 252-1501,abonney@sowhatelse.org,Non-TEFAP,39.153782,-77.204246,2025-04-03,N/A,N/A,128,Saturday,7:00 AM to 1:00 PM; Every week,Yes,No,None, ,7:00:00,,,13:00:00,,,Every week,,07:00:00,13:00:00
19705-PART-01,WeSERVE CDC,17948 Fraley Blvd,,Dumfries,VA,VA Prince William County,22026,(571) 781-2722,info@weserveva.org,TEFAP Available,38.562919,-77.32839,2025-02-28,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,131,Saturday,11:00 AM to 1:00 PM; 1st of the Month (Note: Until food is gone!),No,No, (Note: Until food is gone!), ,11:00:00,,,13:00:00,,,1st of the Month,Note: Until food is gone!,11:00:00,13:00:00
14572-PART-01,Emmanuel Worship Center Seventh Day Adventist Church,8145 Richmond Highway,,Alexandria,VA,VA Fairfax County,22309,(631) 882-9177,cwru3@yahoo.com,Non-TEFAP,38.736193,-77.093768,2025-03-14,N/A,N/A,133,Saturday,2:00 PM to 4:00 PM; 1st and 3rd of the Month,No,No,None, ,14:00:00,,,16:00:00,,,1st and 3rd of the Month,,14:00:00,16:00:00
19830-PART-01,Community Health Foundation,9150 Lanham Severn Rd.,,Lanham,MD,MD Prince George's County,20706,(667) 458-0219,info@chfoundationconnect.org,TEFAP Available,38.992935,-76.830982,2025-03-27,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,135,Saturday,10:00 AM to 3:00 PM; Every Other Week,No,No,None, ,10:00:00,,,15:00:00,,,Every Other Week,,10:00:00,15:00:00
21861-MOMK-01,Willston Multicultural Center,6131 Willston Dr,,Falls Church,VA,VA Fairfax County,22044,(703) 239-3575,lbreceda@comunidadva.org,Non-TEFAP,38.870482,-77.148578,2025-04-19,N/A,N/A,140,Saturday,8:00 AM to 11:00 AM; 3rd of the Month,No,No,None, ,8:00:00,,,11:00:00,,,3rd of the Month,,08:00:00,11:00:00
22207-PART-01,Burke United Methodist Church,6200 Burke Centre Parkway,,Burke,VA,VA Fairfax County,22015,(703) 250-6100,katieglick@burkeumc.org,Non-TEFAP,38.78409,-77.280702,2025-04-11,N/A,N/A,141,Saturday,9:00 AM to 10:00 AM; Every week,No,No,None, ,9:00:00,,,10:00:00,,,Every week,,09:00:00,10:00:00
19606-PART-01,Revival Baptist Ministries INT,8174 Richmond Hwy,,Alexandria,VA,VA Fairfax County,22309,(703) 344-3599,theogospel2003@yahoo.com,TEFAP Available,38.735653,-77.096843,2025-04-08,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,144,Saturday,7:00 AM to 9:00 AM; 2nd of the Month,No,No,None, ,7:00:00,,,9:00:00,,,2nd of the Month,,07:00:00,09:00:00
15285-PART-01,Columbia Baptist Church,3245 Glen Carlyn Rd.,,Falls Church,VA,VA Fairfax County,22041,(703) 347-7109,foodpantry@columbiabaptist.org,Non-TEFAP,38.857609,-77.138493,2025-04-15,N/A,N/A,145,Saturday,9:00 AM to 10:30 AM; Every week,No,No,None, ,9:00:00,,,10:30:00,,,Every week,,09:00:00,10:30:00
19262-PART-01,St. Thomas United Methodist Church,8899 Sudley Road,,Manassas,VA,VA Manassas City,20110,(703) 368-5161,gary.gilham@stthomasumc.org,TEFAP Available,38.764192,-77.478443,2025-04-17,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,150,Saturday,9:00 AM to 11:00 AM; Every week (Note: If you are in line by 11AM you will get food that day!),No,No, (Note: If you are in line by 11AM you will get food that day!), ,9:00:00,,,11:00:00,,,Every week,Note: If you are in line by 11AM you will get food that day!,09:00:00,11:00:00
19603-PART-01,Sterling United Methodist Church,304 East Church Road,,Sterling,VA,**Outside CAFB Service Area**,20164,(703) 430-6455,grace.sumc@gmail.com,TEFAP Available,39.007928,-77.393027,2025-04-11,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,153,Saturday,7:30 AM to 11:00 AM; 2nd of the Month,No,No,None, ,7:30:00,,,11:00:00,,,2nd of the Month,,07:30:00,11:00:00
19645-PART-01,ADAMS CENTER,46903 Sugarland Road,,Sterling,VA,**Outside CAFB Service Area**,20164,(703) 433-1325,suheir.kafri@adamscenter.org,Non-TEFAP,39.006436,-77.379334,2025-04-10,N/A,N/A,154,Saturday,10:00 AM to 5:00 PM; Every week,Yes,No,None, ,10:00:00,,,17:00:00,,,Every week,,10:00:00,17:00:00
21950-PART-01,Lutheran Church of the Abiding Presence,6304 Lee Chapel Rd,,Burke,VA,VA Fairfax County,22015,(703) 455-7500,sharon@abidingpresence.net,Non-TEFAP,38.780207,-77.277637,2025-03-20,N/A,N/A,159,Saturday,8:30 AM to 11:30 AM; 2nd and 4th of the Month (Note: There is one pantry in December on December 14. For more information go to our website www.abidingpresence.net/needhelp),No,No, (Note: There is one pantry in December on December 14. For more information go to our website www.abidingpresence.net/needhelp), ,8:30:00,,,11:30:00,,,2nd and 4th of the Month,Note: There is one pantry in December on December 14. For more information go to our website www.abidingpresence.net/needhelp,08:30:00,11:30:00
22249-PART-01,Buddhist Tzu Chi Foundation,1516 Moorings Drive,,Reston,VA,VA Fairfax County,20190,(703) 478-9789,hank_chi@tzuchi.us,Non-TEFAP,38.968471,-77.339169,2025-04-18,N/A,N/A,160,Saturday,9:30 AM to 11:00 AM; 3rd of the Month,No,No,None, ,9:30:00,,,11:00:00,,,3rd of the Month,,09:30:00,11:00:00
19842-PART-01,Mother of Light Center,421 Clifford Ave,,Alexandria,VA,VA City of Alexandria,22305,(703) 508-5289,alvarado.matilde@gmail.com,TEFAP Available,38.831961,-77.051974,2025-04-15,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,162,Saturday,10:00 AM to 1:00 PM; Every week,Yes,Yes,None, ,10:00:00,,,13:00:00,,,Every week,,10:00:00,13:00:00
19304-MOMK-01,Mount Olivet United Methodist Church,1500 N Glebe Rd,,Arlington,VA,VA Arlington County,22207,(703) 527-3934,kimdmullin@yahoo.com,Non-TEFAP,38.889023,-77.119245,2025-04-12,N/A,N/A,164,Saturday,8:00 AM to 11:00 AM; 2nd of the Month,No,No,None, ,8:00:00,,,11:00:00,,,2nd of the Month,,08:00:00,11:00:00
19071-PART-01,St. Paul United Methodist Church,1400 G St,,Woodbridge,VA,VA Prince William County,22191,(703) 568-5694,Mwilson6794@aol.com,TEFAP Available,38.663506,-77.257176,2025-04-03,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,169,Saturday,7:30 AM to 10:30 AM; 1st of the Month (Note: Income requirement is only to receive TEFAP food),No,No, (Note: Income requirement is only to receive TEFAP food), ,7:30:00,,,10:30:00,,,1st of the Month,Note: Income requirement is only to receive TEFAP food,07:30:00,10:30:00
21967-MOMK-01,Dale City Christian Church,14022 Lindendale Rd,,Dale City,VA,VA Prince William County,22193,(703) 590-3716,dccccommunityoutreach@aol.com,Non-TEFAP,38.648507,-77.360023,2025-03-14,N/A,N/A,173,Saturday,9:00 AM to 12:00 PM; 3rd of the Month,No,No,None, ,9:00:00,,,12:00:00,,,3rd of the Month,,09:00:00,12:00:00
22261-PART-01,Greater Little Zion Baptist Church,10185 Zion Dr,,Fairfax,VA,VA Fairfax County,22032,(703) 728-4513,kccrockett@aol.com,Non-TEFAP,38.805745,-77.29761,2025-03-14,N/A,N/A,177,Saturday,10:00 AM to 12:00 PM; 3rd of the Month,No,No,None, ,10:00:00,,,12:00:00,,,3rd of the Month,,10:00:00,12:00:00
19200-PART-01,Floris United Methodist Church,13600 Frying Pan Road,,Herndon,VA,VA Fairfax County,20171,(703) 793-0026,krakestraw@florisumc.org,TEFAP Available,38.942751,-77.416968,2025-04-04,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,181,Saturday,8:00 AM to 9:00 AM; 1st of the Month (Note: Income requirement only applies to TEFAP pantry),No,No, (Note: Income requirement only applies to TEFAP pantry), ,8:00:00,,,9:00:00,,,1st of the Month,Note: Income requirement only applies to TEFAP pantry,08:00:00,09:00:00
19507-PART-01,Haymarket Regional Food Pantry,7669 Limestone Drive,,Gainesville,VA,VA Prince William County,20155,(703) 795-4892,efsmith11@gmail.com,Non-TEFAP,38.790517,-77.598066,2025-03-27,N/A,N/A,182,Saturday,9:00 AM to 12:00 PM; Every week,Yes,No,None, ,9:00:00,,,12:00:00,,,Every week,,09:00:00,12:00:00
19357-PART-01,Centreville UMC,6400 Old Centreville Rd,,Centreville,VA,VA Fairfax County,20121,(703) 830-2684,pmohr@centreville-umc.org,TEFAP Available,38.825598,-77.439884,2025-04-09,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,186,Saturday,7:30 AM to 9:30 AM; 2nd of the Month,No,No,None, ,7:30:00,,,9:30:00,,,2nd of the Month,,07:30:00,09:30:00
14570-PART-01,ALIVE,801 S Payne St,,Alexandria,VA,VA City of Alexandria,22302,(703) 837-9300,opsdir@alive-inc.org,TEFAP Available,38.797776,-77.055863,2025-04-09,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,187,Saturday,8:30 AM to 10:30 AM; 4th of the Month (Note: Last Saturday of the month),No,No, (Note: Last Saturday of the month), ,8:30:00,10:00:00,,10:30:00,11:00:00,,4th of the Month,Note: Last Saturday of the month,08:30:00,10:30:00
14570-PART-01,ALIVE,801 S Payne St,,Alexandria,VA,VA City of Alexandria,22302,(703) 837-9300,opsdir@alive-inc.org,TEFAP Available,38.797776,-77.055863,2025-04-09,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,187,Saturday,"8:30 AM to 10:30 AM; 4th of the Month (Note: Last Saturday of the month, not necessarily the 4th Saturday)",,," (Note: Last Saturday of the month, not necessarily the 4th Saturday)", ,8:30:00,10:00:00,,10:30:00,11:00:00,,4th of the Month,"Note: Last Saturday of the month, not necessarily the 4th Saturday",08:30:00,10:30:00
14570-PART-01,ALIVE,801 S Payne St,,Alexandria,VA,VA City of Alexandria,22302,(703) 837-9300,opsdir@alive-inc.org,TEFAP Available,38.797776,-77.055863,2025-04-09,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg,187,Saturday,10:00 AM to 11:00 AM; 3rd of the Month,,,, ,8:30:00,10:00:00,,10:30:00,11:00:00,,3rd of the Month,,10:00:00,11:00:00
22118-MOMK-01,Mount Olive Baptist Church,1601 13th Rd S,,Arlington,VA,VA Arlington County,22204,(703) 920-7293,ktaylor@mtolivebc.org,Non-TEFAP,38.862704,-77.071447,2025-03-14,N/A,N/A,189,Saturday,10:00 AM to 2:00 PM; 3rd of the Month,No,No,None, ,10:00:00,,,14:00:00,,,3rd of the Month,,10:00:00,14:00:00
19143-PART-01,Woodbridge Workers,13950 Jefferson Davis Highway,,Woodbridge,VA,VA Prince William County,22193,(703) 969-0197,lyallna@comcast.net,Non-TEFAP,38.651994,-77.259957,2025-04-17,N/A,N/A,191,Saturday,11:30 AM to 12:30 PM; Every week,No,No,None, ,11:30:00,,,12:30:00,,,Every week,,11:30:00,12:30:00
19488-PART-01,"Koinonia Foundation, Inc.",6037 Franconia Road,,Alexandria,VA,VA Fairfax County,22310,(703) 971-1991,judy@koinoniacares.org,Non-TEFAP,38.782088,-77.144471,2025-04-14,N/A,N/A,194,Saturday,9:00 AM to 12:30 PM; 2nd of the Month (Note: Must live in service area. Call to check.),Yes,Yes, (Note: Must live in service area. Call to check.), ,9:00:00,,,12:30:00,,,2nd of the Month,Note: Must live in service area. Call to check.,09:00:00,12:30:00
22663-PART-01,St. Peters in the Woods,5911 Fairview Woods Drive,,Fairfax Station,VA,VA Fairfax County,22039,(703) 980-9134,markdevoll@gmail.com,Non-TEFAP,38.797128,-77.327278,2025-04-04,N/A,N/A,198,Saturday,11:00 AM to 11:30 AM; 1st of the Month,No,No,None, ,11:00:00,,,11:30:00,,,1st of the Month,,11:00:00,11:30:00
19838-PART-01,Antioch Baptist Church of Clinton,9107 Pine View Lane,,Clinton,MD,MD Prince George's County,20735,(716) 228-1777,fpdir@abcocmd.org,Non-TEFAP,38.764499,-76.889513,2025-04-10,N/A,N/A,200,Saturday,10:00 AM to 1:00 PM; 2nd of the Month (Note: Montgomery and Prince Georges County residents),No,Yes, (Note: Montgomery and Prince Georges County residents), ,10:00:00,,,13:00:00,,,2nd of the Month,Note: Montgomery and Prince Georges County residents,10:00:00,13:00:00
22259-PART-01,The Redeemed Christian Church of God - Victory Temple,7218 Lockport Place,,Lorton,VA,VA Fairfax County,22079,(804) 625-9423,adenikeamosu724@gmail.com,Non-TEFAP,38.715851,-77.192476,2025-04-04,N/A,N/A,202,Saturday,10:00 AM to 12:00 PM; 2nd and 4th of the Month,No,No,None, ,10:00:00,,,12:00:00,,,2nd and 4th of the Month,,10:00:00,12:00:00
19278-PART-01,First Baptist Church Ken-Gar,3922 Hampden St,,Kensington,MD,MD Montgomery County,20895,(917) 364-1681,conyandliz@msn.com,Non-TEFAP,39.03159,-77.079728,2025-03-19,N/A,N/A,204,Saturday,10:00 AM to 12:00 PM; 3rd of the Month,No,No,None, ,10:00:00,,,12:00:00,,,3rd of the Month,,10:00:00,12:00:00
15830-PUSH-01,United Community,7511 Fordson Rd,,Alexandria,VA,VA Fairfax County,22306,(571) 255-8988,brenda.renninger@unitedcommunity.org,Non-TEFAP,38.75378,-77.085186,2025-03-29,N/A,N/A,208,Saturday,8:00 AM to 11:00 AM; 4th of the Month,No,No,None, ,8:00:00,,,11:00:00,,,4th of the Month,,08:00:00,11:00:00
14570-PUSH-06,William Ramsay Recreation Center,5650 Sanger Avenue,,Alexandria,VA,VA City of Alexandria,22311,(571) 259-7190,joe.harrington0609@gmail.com,Non-TEFAP,38.827202,-77.130435,2025-03-29,N/A,N/A,210,Saturday,8:30 AM to 10:30 AM; 4th of the Month,No,No,None, ,8:30:00,,,10:30:00,,,4th of the Month,,08:30:00,10:30:00
14570-PUSH-07,Chick Armstrong Recreation Center,25 W Reed Ave,,Alexandria,VA,VA City of Alexandria,22305,(703) 419-5182,fdcoordinator1@alive-inc.org,Non-TEFAP,38.837616,-77.057302,2025-03-29,N/A,N/A,213,Saturday,8:30 AM to 10:30 AM; 4th of the Month,No,No,None, ,8:30:00,,,10:30:00,,,4th of the Month,,08:30:00,10:30:00
